Visitor/Neutral,Visitor Points,Home/Neutral,Home Points,id,year,win,team,season_id,margin,playoff,correct,cteams
ORL,126,GSW,118,200912050GSW,2010,1,ORL,ORL-2010,8,FALSE,TRUE,TRUE
CLE,101,MIL,86,200912060MIL,2010,1,CLE,CLE-2010,15,FALSE,TRUE,TRUE
MIA,115,SAC,102,200912060SAC,2010,1,MIA,MIA-2010,13,FALSE,TRUE,TRUE
GSW,88,OKC,104,200912070OKC,2010,0,GSW,GSW-2010,-16,FALSE,TRUE,TRUE
SAS,101,UTA,104,200912070UTA,2010,0,SAS,SAS-2010,-3,FALSE,TRUE,TRUE
CLE,109,MEM,111,200912080MEM,2010,0,CLE,CLE-2010,-2,FALSE,TRUE,TRUE
GSW,105,NJN,89,200912090NJN,2010,1,GSW,GSW-2010,16,FALSE,TRUE,TRUE
CLE,85,HOU,95,200912090HOU,2010,0,CLE,CLE-2010,-10,FALSE,TRUE,TRUE
SAC,106,SAS,118,200912090SAS,2010,0,SAC,SAC-2010,-12,FALSE,TRUE,TRUE
DAL,106,MIA,93,200912110MIA,2010,1,DAL,DAL-2010,13,FALSE,TRUE,TRUE
GSW,91,CHI,96,200912110CHI,2010,0,GSW,GSW-2010,-5,FALSE,TRUE,TRUE
POR,99,CLE,104,200912110CLE,2010,0,POR,POR-2010,-5,FALSE,TRUE,TRUE
CHA,85,SAS,104,200912110SAS,2010,0,CHA,CHA-2010,-19,FALSE,TRUE,TRUE
GSW,95,DET,104,200912120DET,2010,0,GSW,GSW-2010,-9,FALSE,TRUE,TRUE
MEM,118,MIA,90,200912130MIA,2010,1,MEM,MEM-2010,28,FALSE,TRUE,TRUE
CLE,102,OKC,89,200912130OKC,2010,1,CLE,CLE-2010,13,FALSE,TRUE,TRUE
SAS,115,LAC,90,200912130LAC,2010,1,SAS,SAS-2010,25,FALSE,TRUE,TRUE
GSW,101,PHI,117,200912140PHI,2010,0,GSW,GSW-2010,-16,FALSE,TRUE,TRUE
NJN,89,CLE,99,200912150CLE,2010,0,NJN,NJN-2010,-10,FALSE,TRUE,TRUE
TOR,95,MIA,115,200912150MIA,2010,0,TOR,TOR-2010,-20,FALSE,TRUE,TRUE
SAS,104,PHO,116,200912150PHO,2010,0,SAS,SAS-2010,-12,FALSE,TRUE,TRUE
CLE,108,PHI,101,200912160PHI,2010,1,CLE,CLE-2010,7,FALSE,TRUE,TRUE
SAS,103,GSW,91,200912160GSW,2010,1,SAS,SAS-2010,12,FALSE,TRUE,TRUE
ORL,86,MIA,104,200912170MIA,2010,0,ORL,ORL-2010,-18,FALSE,TRUE,TRUE
MIL,82,CLE,85,200912180CLE,2010,0,MIL,MIL-2010,-3,FALSE,TRUE,TRUE
WAS,118,GSW,109,200912180GSW,2010,1,WAS,WAS-2010,9,FALSE,TRUE,TRUE
IND,99,SAS,100,200912190SAS,2010,0,IND,IND-2010,-1,FALSE,TRUE,TRUE
POR,102,MIA,95,200912200MIA,2010,1,POR,POR-2010,7,FALSE,TRUE,TRUE
CLE,95,DAL,102,200912200DAL,2010,0,CLE,CLE-2010,-7,FALSE,TRUE,TRUE
LAC,87,SAS,103,200912210SAS,2010,0,LAC,LAC-2010,-16,FALSE,TRUE,TRUE
CLE,109,PHO,91,200912210PHO,2010,1,CLE,CLE-2010,18,FALSE,TRUE,TRUE
GSW,108,MEM,121,200912220MEM,2010,0,GSW,GSW-2010,-13,FALSE,TRUE,TRUE
UTA,70,MIA,80,200912230MIA,2010,0,UTA,UTA-2010,-10,FALSE,TRUE,TRUE
GSW,102,NOH,108,200912230NOH,2010,0,GSW,GSW-2010,-6,FALSE,TRUE,TRUE
POR,98,SAS,94,200912230SAS,2010,1,POR,POR-2010,4,FALSE,TRUE,TRUE
CLE,117,SAC,104,200912230SAC,2010,1,CLE,CLE-2010,13,FALSE,TRUE,TRUE
MIA,93,NYK,87,200912250NYK,2010,1,MIA,MIA-2010,6,FALSE,TRUE,TRUE
CLE,102,LAL,87,200912250LAL,2010,1,CLE,CLE-2010,15,FALSE,TRUE,TRUE
SAS,112,MIL,97,200912260MIL,2010,1,SAS,SAS-2010,15,FALSE,TRUE,TRUE
PHO,127,GSW,132,200912260GSW,2010,0,PHO,PHO-2010,-5,FALSE,TRUE,TRUE
HOU,83,CLE,108,200912270CLE,2010,0,HOU,HOU-2010,-25,FALSE,TRUE,TRUE
IND,80,MIA,114,200912270MIA,2010,0,IND,IND-2010,-34,FALSE,TRUE,TRUE
SAS,95,NYK,88,200912270NYK,2010,1,SAS,SAS-2010,7,FALSE,TRUE,TRUE
BOS,99,GSW,103,200912280GSW,2010,0,BOS,BOS-2010,-4,FALSE,TRUE,TRUE
CLE,95,ATL,84,200912290ATL,2010,1,CLE,CLE-2010,11,FALSE,TRUE,TRUE
MIN,99,SAS,117,200912290SAS,2010,0,MIN,MIN-2010,-18,FALSE,TRUE,TRUE
GSW,118,LAL,124,200912290LAL,2010,0,GSW,GSW-2010,-6,FALSE,TRUE,TRUE
ATL,101,CLE,106,200912300CLE,2010,0,ATL,ATL-2010,-5,FALSE,TRUE,TRUE
MIA,91,NOH,95,200912300NOH,2010,0,MIA,MIA-2010,-4,FALSE,TRUE,TRUE
MIA,78,SAS,108,200912310SAS,2010,0,MIA,MIA-2010,-30,FALSE,TRUE,TRUE
CLE,94,NJN,86,201001020NJN,2010,1,CLE,CLE-2010,8,FALSE,TRUE,TRUE
CHA,107,MIA,97,201001020MIA,2010,1,CHA,CHA-2010,10,FALSE,TRUE,TRUE
SAS,97,WAS,86,201001020WAS,2010,1,SAS,SAS-2010,11,FALSE,TRUE,TRUE
GSW,89,POR,105,201001020POR,2010,0,GSW,GSW-2010,-16,FALSE,TRUE,TRUE
CHA,91,CLE,88,201001030CLE,2010,1,CHA,CHA-2010,3,FALSE,TRUE,TRUE
SAS,86,TOR,91,201001030TOR,2010,0,SAS,SAS-2010,-5,FALSE,TRUE,TRUE
ATL,75,MIA,92,201001040MIA,2010,0,ATL,ATL-2010,-17,FALSE,TRUE,TRUE
GSW,122,DEN,123,201001050DEN,2010,0,GSW,GSW-2010,-1,FALSE,TRUE,TRUE
WAS,98,CLE,121,201001060CLE,2010,0,WAS,WAS-2010,-23,FALSE,TRUE,TRUE
BOS,112,MIA,106,201001060MIA,2010,1,BOS,BOS-2010,6,FALSE,TRUE,TRUE
GSW,107,MIN,101,201001060MIN,2010,1,GSW,GSW-2010,6,FALSE,TRUE,TRUE
DET,92,SAS,112,201001060SAS,2010,0,DET,DET-2010,-20,FALSE,TRUE,TRUE
DAL,112,SAS,103,201001080SAS,2010,1,DAL,DAL-2010,9,FALSE,TRUE,TRUE
MIA,109,PHO,105,201001080PHO,2010,1,MIA,MIA-2010,4,FALSE,TRUE,TRUE
CLE,97,DEN,99,201001080DEN,2010,0,CLE,CLE-2010,-2,FALSE,TRUE,TRUE
SAC,101,GSW,108,201001080GSW,2010,0,SAC,SAC-2010,-7,FALSE,TRUE,TRUE
MIA,84,LAC,94,201001100LAC,2010,0,MIA,MIA-2010,-10,FALSE,TRUE,TRUE
NJN,85,SAS,97,201001100SAS,2010,0,NJN,NJN-2010,-12,FALSE,TRUE,TRUE
CLE,106,POR,94,201001100POR,2010,1,CLE,CLE-2010,12,FALSE,TRUE,TRUE
MIA,89,UTA,118,201001110UTA,2010,0,MIA,MIA-2010,-29,FALSE,TRUE,TRUE
CLE,117,GSW,114,201001110GSW,2010,1,CLE,CLE-2010,3,FALSE,TRUE,TRUE
LAL,85,SAS,105,201001120SAS,2010,0,LAL,LAL-2010,-20,FALSE,TRUE,TRUE
SAS,109,OKC,108,201001130OKC,2010,1,SAS,SAS-2010,1,FALSE,TRUE,TRUE
MIA,115,GSW,102,201001130GSW,2010,1,MIA,MIA-2010,13,FALSE,TRUE,TRUE
CLE,96,UTA,97,201001140UTA,2010,0,CLE,CLE-2010,-1,FALSE,TRUE,TRUE
SAS,76,CHA,92,201001150CHA,2010,0,SAS,SAS-2010,-16,FALSE,TRUE,TRUE
MIA,115,HOU,106,201001150HOU,2010,1,MIA,MIA-2010,9,FALSE,TRUE,TRUE
MIL,113,GSW,104,201001150GSW,2010,1,MIL,MIL-2010,9,FALSE,TRUE,TRUE
SAS,86,MEM,92,201001160MEM,2010,0,SAS,SAS-2010,-6,FALSE,TRUE,TRUE
MIA,80,OKC,98,201001160OKC,2010,0,MIA,MIA-2010,-18,FALSE,TRUE,TRUE
CLE,102,LAC,101,201001160LAC,2010,1,CLE,CLE-2010,1,FALSE,TRUE,TRUE
SAS,97,NOH,90,201001180NOH,2010,1,SAS,SAS-2010,7,FALSE,TRUE,TRUE
CHI,97,GSW,114,201001180GSW,2010,0,CHI,CHI-2010,-17,FALSE,TRUE,TRUE
TOR,100,CLE,108,201001190CLE,2010,0,TOR,TOR-2010,-8,FALSE,TRUE,TRUE
IND,83,MIA,113,201001190MIA,2010,0,IND,IND-2010,-30,FALSE,TRUE,TRUE
MIA,65,CHA,104,201001200CHA,2010,0,MIA,MIA-2010,-39,FALSE,TRUE,TRUE
UTA,105,SAS,98,201001200SAS,2010,1,UTA,UTA-2010,7,FALSE,TRUE,TRUE
DEN,123,GSW,118,201001200GSW,2010,1,DEN,DEN-2010,5,FALSE,TRUE,TRUE
LAL,87,CLE,93,201001210CLE,2010,0,LAL,LAL-2010,-6,FALSE,TRUE,TRUE
MIA,112,WAS,88,201001220WAS,2010,1,MIA,MIA-2010,24,FALSE,TRUE,TRUE
HOU,116,SAS,109,201001220SAS,2010,1,HOU,HOU-2010,7,FALSE,TRUE,TRUE
NJN,79,GSW,111,201001220GSW,2010,0,NJN,NJN-2010,-32,FALSE,TRUE,TRUE
OKC,99,CLE,100,201001230CLE,2010,0,OKC,OKC-2010,-1,FALSE,TRUE,TRUE
SAC,84,MIA,115,201001230MIA,2010,0,SAC,SAC-2010,-31,FALSE,TRUE,TRUE
GSW,103,PHO,112,201001230PHO,2010,0,GSW,GSW-2010,-9,FALSE,TRUE,TRUE
CLE,92,MIA,91,201001250MIA,2010,1,CLE,CLE-2010,1,FALSE,TRUE,TRUE
CHI,98,SAS,93,201001250SAS,2010,1,CHI,CHI-2010,5,FALSE,TRUE,TRUE
GSW,96,SAC,99,201001260SAC,2010,0,GSW,GSW-2010,-3,FALSE,TRUE,TRUE
MIN,95,CLE,109,201001270CLE,2010,0,MIN,MIN-2010,-14,FALSE,TRUE,TRUE
MIA,103,TOR,111,201001270TOR,2010,0,MIA,MIA-2010,-8,FALSE,TRUE,TRUE
ATL,90,SAS,105,201001270SAS,2010,0,ATL,ATL-2010,-15,FALSE,TRUE,TRUE
NOH,123,GSW,110,201001270GSW,2010,1,NOH,NOH-2010,13,FALSE,TRUE,TRUE
CLE,94,IND,73,201001290IND,2010,1,CLE,CLE-2010,21,FALSE,TRUE,TRUE
MIA,92,DET,65,201001290DET,2010,1,MIA,MIA-2010,27,FALSE,TRUE,TRUE
MEM,97,SAS,104,201001290SAS,2010,0,MEM,MEM-2010,-7,FALSE,TRUE,TRUE
CHA,121,GSW,110,201001290GSW,2010,1,CHA,CHA-2010,11,FALSE,TRUE,TRUE
MIA,84,MIL,95,201001300MIL,2010,0,MIA,MIA-2010,-11,FALSE,TRUE,TRUE
DEN,103,SAS,89,201001310SAS,2010,1,DEN,DEN-2010,14,FALSE,TRUE,TRUE
LAC,89,CLE,114,201001310CLE,2010,0,LAC,LAC-2010,-25,FALSE,TRUE,TRUE
GSW,104,OKC,112,201001310OKC,2010,0,GSW,GSW-2010,-8,FALSE,TRUE,TRUE
MIL,97,MIA,81,201002010MIA,2010,1,MIL,MIL-2010,16,FALSE,TRUE,TRUE
MEM,89,CLE,105,201002020CLE,2010,0,MEM,MEM-2010,-16,FALSE,TRUE,TRUE
GSW,97,HOU,119,201002020HOU,2010,0,GSW,GSW-2010,-22,FALSE,TRUE,TRUE
MIA,102,BOS,107,201002030BOS,2010,0,MIA,MIA-2010,-5,FALSE,TRUE,TRUE
GSW,101,DAL,110,201002030DAL,2010,0,GSW,GSW-2010,-9,FALSE,TRUE,TRUE
SAS,115,SAC,113,201002030SAC,2010,1,SAS,SAS-2010,2,FALSE,TRUE,TRUE
MIA,86,CLE,102,201002040CLE,2010,0,MIA,MIA-2010,-16,FALSE,TRUE,TRUE
SAS,93,POR,96,201002040POR,2010,0,SAS,SAS-2010,-3,FALSE,TRUE,TRUE
NYK,106,CLE,113,201002060CLE,2010,0,NYK,NYK-2010,-7,FALSE,TRUE,TRUE
MIA,91,CHI,95,201002060CHI,2010,0,MIA,MIA-2010,-4,FALSE,TRUE,TRUE
OKC,104,GSW,95,201002060GSW,2010,1,OKC,OKC-2010,9,FALSE,TRUE,TRUE
SAS,98,LAC,81,201002060LAC,2010,1,SAS,SAS-2010,17,FALSE,TRUE,TRUE
DAL,127,GSW,117,201002080GSW,2010,1,DAL,DAL-2010,10,FALSE,TRUE,TRUE
SAS,89,LAL,101,201002080LAL,2010,0,SAS,SAS-2010,-12,FALSE,TRUE,TRUE
NJN,97,CLE,104,201002090CLE,2010,0,NJN,NJN-2010,-7,FALSE,TRUE,TRUE
HOU,66,MIA,99,201002090MIA,2010,0,HOU,HOU-2010,-33,FALSE,TRUE,TRUE
MIA,94,ATL,76,201002100ATL,2010,1,MIA,MIA-2010,18,FALSE,TRUE,TRUE
LAC,102,GSW,132,201002100GSW,2010,0,LAC,LAC-2010,-30,FALSE,TRUE,TRUE
ORL,106,CLE,115,201002110CLE,2010,0,ORL,ORL-2010,-9,FALSE,TRUE,TRUE
SAS,111,DEN,92,201002110DEN,2010,1,SAS,SAS-2010,19,FALSE,TRUE,TRUE
MIA,105,PHI,78,201002160PHI,2010,1,MIA,MIA-2010,27,FALSE,TRUE,TRUE
GSW,94,LAL,104,201002160LAL,2010,0,GSW,GSW-2010,-10,FALSE,TRUE,TRUE
SAS,90,IND,87,201002170IND,2010,1,SAS,SAS-2010,3,FALSE,TRUE,TRUE
MIA,87,NJN,84,201002170NJN,2010,1,MIA,MIA-2010,3,FALSE,TRUE,TRUE
SAC,98,GSW,130,201002170GSW,2010,0,SAC,SAC-2010,-32,FALSE,TRUE,TRUE
DEN,118,CLE,116,201002180CLE,2010,1,DEN,DEN-2010,2,FALSE,TRUE,TRUE
CLE,93,CHA,110,201002190CHA,2010,0,CLE,CLE-2010,-17,FALSE,TRUE,TRUE
SAS,94,PHI,106,201002190PHI,2010,0,SAS,SAS-2010,-12,FALSE,TRUE,TRUE
MIA,100,MEM,87,201002190MEM,2010,1,MIA,MIA-2010,13,FALSE,TRUE,TRUE
UTA,100,GSW,89,201002190GSW,2010,1,UTA,UTA-2010,11,FALSE,TRUE,TRUE
MIA,91,DAL,97,201002200DAL,2010,0,MIA,MIA-2010,-6,FALSE,TRUE,TRUE
CLE,95,ORL,101,201002210ORL,2010,0,CLE,CLE-2010,-6,FALSE,TRUE,TRUE
SAS,101,DET,109,201002210DET,2010,0,SAS,SAS-2010,-8,FALSE,TRUE,TRUE
ATL,104,GSW,108,201002210GSW,2010,0,ATL,ATL-2010,-4,FALSE,TRUE,TRUE
NOH,95,CLE,105,201002230CLE,2010,0,NOH,NOH-2010,-10,FALSE,TRUE,TRUE
MIN,91,MIA,88,201002230MIA,2010,1,MIN,MIN-2010,3,FALSE,TRUE,TRUE
PHI,110,GSW,102,201002230GSW,2010,1,PHI,PHI-2010,8,FALSE,TRUE,TRUE
OKC,87,SAS,95,201002240SAS,2010,0,OKC,OKC-2010,-8,FALSE,TRUE,TRUE
CLE,108,BOS,88,201002250BOS,2010,1,CLE,CLE-2010,20,FALSE,TRUE,TRUE
DEN,127,GSW,112,201002250GSW,2010,1,DEN,DEN-2010,15,FALSE,TRUE,TRUE
CLE,126,TOR,118,201002260TOR,2010,1,CLE,CLE-2010,8,FALSE,TRUE,TRUE
SAS,104,HOU,109,201002260HOU,2010,0,SAS,SAS-2010,-5,FALSE,TRUE,TRUE
MIL,94,MIA,71,201002270MIA,2010,1,MIL,MIL-2010,23,FALSE,TRUE,TRUE
DET,88,GSW,95,201002270GSW,2010,0,DET,DET-2010,-7,FALSE,TRUE,TRUE
PHO,110,SAS,113,201002280SAS,2010,0,PHO,PHO-2010,-3,FALSE,TRUE,TRUE
MIA,80,ORL,96,201002280ORL,2010,0,MIA,MIA-2010,-16,FALSE,TRUE,TRUE
NYK,93,CLE,124,201003010CLE,2010,0,NYK,NYK-2010,-31,FALSE,TRUE,TRUE
SAS,106,NOH,92,201003010NOH,2010,1,SAS,SAS-2010,14,FALSE,TRUE,TRUE
GSW,106,MIA,110,201003020MIA,2010,0,GSW,GSW-2010,-4,FALSE,TRUE,TRUE
GSW,90,ORL,117,201003030ORL,2010,0,GSW,GSW-2010,-27,FALSE,TRUE,TRUE
CLE,111,NJN,92,201003030NJN,2010,1,CLE,CLE-2010,19,FALSE,TRUE,TRUE
LAL,111,MIA,114,201003040MIA,2010,0,LAL,LAL-2010,-3,FALSE,TRUE,TRUE
DET,92,CLE,99,201003050CLE,2010,0,DET,DET-2010,-7,FALSE,TRUE,TRUE
GSW,122,ATL,127,201003050ATL,2010,0,GSW,GSW-2010,-5,FALSE,TRUE,TRUE
NOH,91,SAS,102,201003050SAS,2010,0,NOH,NOH-2010,-11,FALSE,TRUE,TRUE
GSW,90,CHA,101,201003060CHA,2010,0,GSW,GSW-2010,-11,FALSE,TRUE,TRUE
ATL,94,MIA,100,201003060MIA,2010,0,ATL,ATL-2010,-6,FALSE,TRUE,TRUE
SAS,102,MEM,92,201003060MEM,2010,1,SAS,SAS-2010,10,FALSE,TRUE,TRUE
CLE,85,MIL,92,201003060MIL,2010,0,CLE,CLE-2010,-7,FALSE,TRUE,TRUE
SAS,95,CLE,97,201003080CLE,2010,0,SAS,SAS-2010,-2,FALSE,TRUE,TRUE
GSW,131,NOH,135,201003080NOH,2010,0,GSW,GSW-2010,-4,FALSE,TRUE,TRUE
MIA,78,CHA,83,201003090CHA,2010,0,MIA,MIA-2010,-5,FALSE,TRUE,TRUE
LAC,97,MIA,108,201003100MIA,2010,0,LAC,LAC-2010,-11,FALSE,TRUE,TRUE
NYK,87,SAS,97,201003100SAS,2010,0,NYK,NYK-2010,-10,FALSE,TRUE,TRUE
POR,110,GSW,105,201003110GSW,2010,1,POR,POR-2010,5,FALSE,TRUE,TRUE
CLE,100,PHI,95,201003120PHI,2010,1,CLE,CLE-2010,5,FALSE,TRUE,TRUE
CHI,95,MIA,108,201003120MIA,2010,0,CHI,CHI-2010,-13,FALSE,TRUE,TRUE
SAS,103,MIN,85,201003120MIN,2010,1,SAS,SAS-2010,18,FALSE,TRUE,TRUE
LAC,88,SAS,118,201003130SAS,2010,0,LAC,LAC-2010,-30,FALSE,TRUE,TRUE
TOR,112,GSW,124,201003130GSW,2010,0,TOR,TOR-2010,-12,FALSE,TRUE,TRUE
BOS,93,CLE,104,201003140CLE,2010,0,BOS,BOS-2010,-11,FALSE,TRUE,TRUE
PHI,91,MIA,104,201003140MIA,2010,0,PHI,PHI-2010,-13,FALSE,TRUE,TRUE
LAL,124,GSW,121,201003150GSW,2010,1,LAL,LAL-2010,3,FALSE,TRUE,TRUE
CLE,113,DET,101,201003160DET,2010,1,CLE,CLE-2010,12,FALSE,TRUE,TRUE
SAS,88,MIA,76,201003160MIA,2010,1,SAS,SAS-2010,12,FALSE,TRUE,TRUE
IND,94,CLE,99,201003170CLE,2010,0,IND,IND-2010,-5,FALSE,TRUE,TRUE
SAS,84,ORL,110,201003170ORL,2010,0,SAS,SAS-2010,-26,FALSE,TRUE,TRUE
NOH,121,GSW,131,201003170GSW,2010,0,NOH,NOH-2010,-10,FALSE,TRUE,TRUE
ORL,108,MIA,102,201003180MIA,2010,1,ORL,ORL-2010,6,FALSE,TRUE,TRUE
CLE,92,CHI,85,201003190CHI,2010,1,CLE,CLE-2010,7,FALSE,TRUE,TRUE
GSW,116,SAS,147,201003190SAS,2010,0,GSW,GSW-2010,-31,FALSE,TRUE,TRUE
CHA,71,MIA,77,201003200MIA,2010,0,CHA,CHA-2010,-6,FALSE,TRUE,TRUE
GSW,107,MEM,123,201003200MEM,2010,0,GSW,GSW-2010,-16,FALSE,TRUE,TRUE
DET,79,CLE,104,201003210CLE,2010,0,DET,DET-2010,-25,FALSE,TRUE,TRUE
SAS,114,ATL,119,201003210ATL,2010,0,SAS,SAS-2010,-5,FALSE,TRUE,TRUE
MIA,99,NJN,89,201003220NJN,2010,1,MIA,MIA-2010,10,FALSE,TRUE,TRUE
SAS,99,OKC,96,201003220OKC,2010,1,SAS,SAS-2010,3,FALSE,TRUE,TRUE
PHO,133,GSW,131,201003220GSW,2010,1,PHO,PHO-2010,2,FALSE,TRUE,TRUE
CLE,105,NOH,92,201003240NOH,2010,1,CLE,CLE-2010,13,FALSE,TRUE,TRUE
LAL,92,SAS,83,201003240SAS,2010,1,LAL,LAL-2010,9,FALSE,TRUE,TRUE
MEM,110,GSW,128,201003240GSW,2010,0,MEM,MEM-2010,-18,FALSE,TRUE,TRUE
MIA,103,CHI,74,201003250CHI,2010,1,MIA,MIA-2010,29,FALSE,TRUE,TRUE
MIA,87,MIL,74,201003260MIL,2010,1,MIA,MIA-2010,13,FALSE,TRUE,TRUE
CLE,97,SAS,102,201003260SAS,2010,0,CLE,CLE-2010,-5,FALSE,TRUE,TRUE
DAL,111,GSW,90,201003270GSW,2010,1,DAL,DAL-2010,21,FALSE,TRUE,TRUE
SAC,90,CLE,97,201003280CLE,2010,0,SAC,SAC-2010,-7,FALSE,TRUE,TRUE
TOR,94,MIA,97,201003280MIA,2010,0,TOR,TOR-2010,-3,FALSE,TRUE,TRUE
SAS,94,BOS,73,201003280BOS,2010,1,SAS,SAS-2010,21,FALSE,TRUE,TRUE
GSW,121,LAC,103,201003280LAC,2010,1,GSW,GSW-2010,18,FALSE,TRUE,TRUE
SAS,84,NJN,90,201003290NJN,2010,0,SAS,SAS-2010,-6,FALSE,TRUE,TRUE
MIL,98,CLE,101,201003310CLE,2010,0,MIL,MIL-2010,-3,FALSE,TRUE,TRUE
MIA,98,DET,81,201003310DET,2010,1,MIA,MIA-2010,17,FALSE,TRUE,TRUE
HOU,102,SAS,119,201003310SAS,2010,0,HOU,HOU-2010,-17,FALSE,TRUE,TRUE
GSW,104,UTA,128,201003310UTA,2010,0,GSW,GSW-2010,-24,FALSE,TRUE,TRUE
MIA,105,IND,96,201004020IND,2010,1,MIA,MIA-2010,9,FALSE,TRUE,TRUE
ATL,88,CLE,93,201004020CLE,2010,0,ATL,ATL-2010,-5,FALSE,TRUE,TRUE
ORL,100,SAS,112,201004020SAS,2010,0,ORL,ORL-2010,-12,FALSE,TRUE,TRUE
NYK,117,GSW,128,201004020GSW,2010,0,NYK,NYK-2010,-11,FALSE,TRUE,TRUE
MIA,97,MIN,84,201004030MIN,2010,1,MIA,MIA-2010,13,FALSE,TRUE,TRUE
CLE,113,BOS,117,201004040BOS,2010,0,CLE,CLE-2010,-4,FALSE,TRUE,TRUE
SAS,100,LAL,81,201004040LAL,2010,1,SAS,SAS-2010,19,FALSE,TRUE,TRUE
GSW,113,TOR,112,201004040TOR,2010,1,GSW,GSW-2010,1,FALSE,TRUE,TRUE
TOR,101,CLE,113,201004060CLE,2010,0,TOR,TOR-2010,-12,FALSE,TRUE,TRUE
GSW,94,WAS,112,201004060WAS,2010,0,GSW,GSW-2010,-18,FALSE,TRUE,TRUE
SAS,95,SAC,86,201004060SAC,2010,1,SAS,SAS-2010,9,FALSE,TRUE,TRUE
PHI,95,MIA,99,201004070MIA,2010,0,PHI,PHI-2010,-4,FALSE,TRUE,TRUE
GSW,116,MIN,107,201004070MIN,2010,1,GSW,GSW-2010,9,FALSE,TRUE,TRUE
SAS,101,PHO,112,201004070PHO,2010,0,SAS,SAS-2010,-11,FALSE,TRUE,TRUE
CLE,108,CHI,109,201004080CHI,2010,0,CLE,CLE-2010,-1,FALSE,TRUE,TRUE
IND,116,CLE,113,201004090CLE,2010,1,IND,IND-2010,3,FALSE,TRUE,TRUE
DET,106,MIA,99,201004090MIA,2010,1,DET,DET-2010,7,FALSE,TRUE,TRUE
MEM,107,SAS,99,201004090SAS,2010,1,MEM,MEM-2010,8,FALSE,TRUE,TRUE
SAS,104,DEN,85,201004100DEN,2010,1,SAS,SAS-2010,19,FALSE,TRUE,TRUE
GSW,104,LAC,107,201004100LAC,2010,0,GSW,GSW-2010,-3,FALSE,TRUE,TRUE
ORL,98,CLE,92,201004110CLE,2010,1,ORL,ORL-2010,6,FALSE,TRUE,TRUE
MIA,111,NYK,98,201004110NYK,2010,1,MIA,MIA-2010,13,FALSE,TRUE,TRUE
OKC,117,GSW,120,201004110GSW,2010,0,OKC,OKC-2010,-3,FALSE,TRUE,TRUE
MIA,107,PHI,105,201004120PHI,2010,1,MIA,MIA-2010,2,FALSE,TRUE,TRUE
MIN,111,SAS,133,201004120SAS,2010,0,MIN,MIN-2010,-22,FALSE,TRUE,TRUE
UTA,103,GSW,94,201004130GSW,2010,1,UTA,UTA-2010,9,FALSE,TRUE,TRUE
CLE,83,ATL,99,201004140ATL,2010,0,CLE,CLE-2010,-16,FALSE,TRUE,TRUE
SAS,89,DAL,96,201004140DAL,2010,0,SAS,SAS-2010,-7,FALSE,TRUE,TRUE
NJN,86,MIA,94,201004140MIA,2010,0,NJN,NJN-2010,-8,FALSE,TRUE,TRUE
GSW,122,POR,116,201004140POR,2010,1,GSW,GSW-2010,6,FALSE,TRUE,TRUE
MIA,80,BOS,88,201010260BOS,2011,0,MIA,MIA-2011,-8,FALSE,TRUE,TRUE
BOS,87,CLE,95,201010270CLE,2011,0,BOS,BOS-2011,-8,FALSE,TRUE,TRUE
MIA,97,PHI,87,201010270PHI,2011,1,MIA,MIA-2011,10,FALSE,TRUE,TRUE
IND,109,SAS,122,201010270SAS,2011,0,IND,IND-2011,-13,FALSE,TRUE,TRUE
HOU,128,GSW,132,201010270GSW,2011,0,HOU,HOU-2011,-4,FALSE,TRUE,TRUE
CLE,81,TOR,101,201010290TOR,2011,0,CLE,CLE-2011,-20,FALSE,TRUE,TRUE
ORL,70,MIA,96,201010290MIA,2011,0,ORL,ORL-2011,-26,FALSE,TRUE,TRUE
LAC,91,GSW,109,201010290GSW,2011,0,LAC,LAC-2011,-18,FALSE,TRUE,TRUE
SAC,107,CLE,104,201010300CLE,2011,1,SAC,SAC-2011,3,FALSE,TRUE,TRUE
NOH,99,SAS,90,201010300SAS,2011,1,NOH,NOH-2011,9,FALSE,TRUE,TRUE
MIA,101,NJN,78,201010310NJN,2011,1,MIA,MIA-2011,23,FALSE,TRUE,TRUE
GSW,83,LAL,107,201010310LAL,2011,0,GSW,GSW-2011,-24,FALSE,TRUE,TRUE
SAS,97,LAC,88,201011010LAC,2011,1,SAS,SAS-2011,9,FALSE,TRUE,TRUE
ATL,100,CLE,88,201011020CLE,2011,1,ATL,ATL-2011,12,FALSE,TRUE,TRUE
MIN,97,MIA,129,201011020MIA,2011,0,MIN,MIN-2011,-32,FALSE,TRUE,TRUE
SAS,112,PHO,110,201011030PHO,2011,1,SAS,SAS-2011,2,FALSE,TRUE,TRUE
MEM,109,GSW,115,201011030GSW,2011,0,MEM,MEM-2011,-6,FALSE,TRUE,TRUE
CLE,123,PHI,116,201011050PHI,2011,1,CLE,CLE-2011,7,FALSE,TRUE,TRUE
MIA,93,NOH,96,201011050NOH,2011,0,MIA,MIA-2011,-3,FALSE,TRUE,TRUE
UTA,78,GSW,85,201011050GSW,2011,0,UTA,UTA-2011,-7,FALSE,TRUE,TRUE
CLE,107,WAS,102,201011060WAS,2011,1,CLE,CLE-2011,5,FALSE,TRUE,TRUE
NJN,89,MIA,101,201011060MIA,2011,0,NJN,NJN-2011,-12,FALSE,TRUE,TRUE
